"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0U950","2020-03-17 14:00:00","1012.000","168.000","1.200","17.600","0.720","906.400","","0.000","-99.000","-99.000","-99.000","17.700","","9.700",""
"C0R260","2020-03-17 14:00:00","76.000","234.000","0.900","28.300","0.380","1008.500","","0.000","-99.000","-99.000","-99.000","28.400","","17.800",""
"C0G880","2020-03-17 14:00:00","92.000","326.000","1.300","26.300","0.380","1007.500","","0.000","-99.000","-99.000","-99.000","26.300","","17.300",""
"C0R520","2020-03-17 14:00:00","18.000","247.000","3.200","25.500","0.520","1015.800","","0.000","-99.000","-99.000","-99.000","25.600","","18.000",""
"C0O810","2020-03-17 14:00:00","161.000","288.000","1.100","27.300","0.490","999.400","","0.000","-99.000","-99.000","-99.000","27.900","","15.900",""
"C0Z210","2020-03-17 15:00:00","126.000","119.000","0.900","21.500","0.560","1004.600","","0.000","-99.000","-99.000","-99.000","22.200","","11.700",""
"C0A560","2020-03-17 15:00:00","405.000","356.000","1.300","21.700","0.560","970.900","","0.000","6.600","5.000","","24.500","","10.500",""
"C0X190","2020-03-17 15:00:00","10.000","279.000","1.100","25.000","0.470","1015.500","","0.000","-99.000","-99.000","-99.000","25.200","","19.400",""
"C0S950","2020-03-17 15:00:00","415.000","206.000","1.400","20.100","0.630","970.000","","0.000","-99.000","-99.000","-99.000","20.600","","13.100",""
"C0A880","2020-03-17 15:00:00","6.000","180.000","2.400","21.800","0.620","1015.700","","0.000","8.200","169.000","","23.400","","16.500",""
"C0I530","2020-03-17 15:00:00","3014.000","222.000","6.400","4.900","1.000","702.400","","-99.000","11.900","216.000","","9.000","","2.400",""
"C0M670","2020-03-17 15:00:00","43.000","322.000","3.700","25.100","0.560","1011.400","","0.000","-99.000","-99.000","-99.000","26.700","","17.100",""
"C0Z061","2020-03-17 15:00:00","174.000","161.000","0.800","22.700","0.560","1000.900","","0.000","-99.000","-99.000","-99.000","23.800","","11.800",""
"C0M730","2020-03-17 15:00:00","40.000","346.000","1.900","27.200","0.470","1011.400","","0.000","-99.000","-99.000","-99.000","28.900","","17.400",""
"C0U750","2020-03-17 15:00:00","398.000","189.000","3.800","17.400","0.800","971.800","","0.000","-99.000","-99.000","-99.000","19.200","","15.100",""
"C0A650","2020-03-17 15:00:00","287.000","208.000","0.500","21.400","0.620","984.600","","0.000","-99.000","-99.000","-99.000","25.300","","12.700",""
"C0K400","2020-03-17 15:00:00","65.000","315.000","3.500","24.900","0.520","1010.000","","0.000","-99.000","-99.000","-99.000","26.400","","17.200",""
"C0I370","2020-03-17 15:00:00","671.000","304.000","2.600","23.200","0.420","941.700","","0.000","-99.000","-99.000","-99.000","24.200","","13.300",""
"C0S750","2020-03-17 15:00:00","2280.000","192.000","1.000","16.300","0.550","774.600","","0.000","-99.000","-99.000","-99.000","17.900","","8.500",""
"C0R650","2020-03-17 15:00:00","29.000","237.000","2.300","26.200","0.440","1014.400","","0.000","-99.000","-99.000","-99.000","26.300","","17.000",""
"C0E740","2020-03-17 15:00:00","27.000","309.000","0.600","20.900","0.790","1009.300","","0.000","-99.000","-99.000","-99.000","23.200","","15.300",""
"C0AI20","2020-03-17 15:00:00","25.000","267.000","3.400","20.200","0.730","1015.400","","0.000","-99.000","-99.000","-99.000","24.400","","16.500",""
"C0E550","2020-03-17 15:00:00","84.000","314.000","1.600","20.200","0.700","1009.600","","0.000","-99.000","-99.000","-99.000","23.000","","15.400",""
"C0X060","2020-03-17 15:00:00","19.000","297.000","3.100","26.600","0.440","1016.400","","0.000","-99.000","-99.000","-99.000","27.500","","14.500",""
"C0R510","2020-03-17 15:00:00","31.000","241.000","1.900","26.700","0.380","1013.400","","0.000","-99.000","-99.000","-99.000","26.900","","17.700",""
"C0AC60","2020-03-17 15:00:00","55.000","295.000","1.600","21.700","0.620","1011.600","","0.000","-99.000","-99.000","-99.000","25.500","","16.000",""
"C0UA70","2020-03-17 15:00:00","547.000","126.000","0.700","17.900","0.830","956.100","","0.000","8.400","114.000","","21.300","","13.400",""
"C0G740","2020-03-17 15:00:00","24.000","319.000","2.800","23.300","0.640","1014.900","","0.000","-99.000","-99.000","-99.000","25.000","","17.600",""
"C0F9N0","2020-03-17 15:00:00","75.000","295.000","2.200","25.800","0.490","1008.400","","0.000","-99.000","-99.000","-99.000","27.200","","18.700",""
"C0F9T0","2020-03-17 15:00:00","111.000","310.000","2.100","22.900","0.630","1004.100","","0.000","-99.000","-99.000","-99.000","26.200","","18.200",""
"C0S710","2020-03-17 15:00:00","382.000","180.000","1.100","20.500","0.630","975.400","","0.000","-99.000","-99.000","-99.000","21.300","","13.000",""
"C0M680","2020-03-17 15:00:00","37.000","298.000","2.000","25.700","0.500","1014.200","","0.000","-99.000","-99.000","-99.000","26.700","","17.400",""
"C0X220","2020-03-17 15:00:00","26.000","314.000","2.800","23.900","0.460","1014.000","","0.000","-99.000","-99.000","-99.000","24.600","","17.800",""
"C0R560","2020-03-17 15:00:00","22.000","220.000","2.500","25.700","0.450","1014.800","","0.000","-99.000","-99.000","-99.000","25.900","","17.300",""
"C0F9P0","2020-03-17 15:00:00","26.000","20.000","1.400","21.800","0.750","1015.700","","0.000","-99.000","-99.000","-99.000","24.400","","19.000",""
"C0O970","2020-03-17 15:00:00","71.000","298.000","3.100","27.500","0.420","1008.600","","0.000","-99.000","-99.000","-99.000","28.800","","14.500",""
"C0F0B0","2020-03-17 15:00:00","311.000","305.000","2.900","21.000","0.720","981.900","","0.000","-99.000","-99.000","-99.000","24.200","","15.200",""
"C0R700","2020-03-17 15:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R620","2020-03-17 15:00:00","34.000","37.000","2.300","22.500","0.690","1014.800","","0.000","-99.000","-99.000","-99.000","24.100","","19.700",""
"C0C660","2020-03-17 15:00:00","176.000","301.000","1.500","18.900","0.770","998.200","","0.000","-99.000","-99.000","-99.000","23.500","","17.300",""
"C0SA10","2020-03-17 15:00:00","411.000","179.000","0.400","19.600","0.700","971.500","","0.000","-99.000","-99.000","-99.000","20.300","","13.800",""
"C0M740","2020-03-17 15:00:00","15.000","312.000","4.000","24.400","0.550","1014.500","","0.000","-99.000","-99.000","-99.000","25.700","","17.500",""
"C0K460","2020-03-17 15:00:00","60.000","338.000","4.700","24.300","0.570","1009.100","","0.000","-99.000","-99.000","-99.000","26.200","","17.600",""
"C0X100","2020-03-17 15:00:00","10.000","257.000","2.900","25.100","0.380","1013.900","","0.000","-99.000","-99.000","-99.000","25.500","","20.100",""
"C0K560","2020-03-17 15:00:00","117.000","339.000","2.000","26.400","0.420","1004.000","","0.000","-99.000","-99.000","-99.000","27.400","","15.900",""
"C0R150","2020-03-17 15:00:00","105.000","208.000","1.000","28.800","0.360","1003.000","","0.000","-99.000","-99.000","-99.000","28.800","","17.800",""
"C0S690","2020-03-17 15:00:00","522.000","40.000","0.800","18.400","0.730","958.700","","0.000","-99.000","-99.000","-99.000","21.500","","13.900",""
"C0U870","2020-03-17 15:00:00","474.000","103.000","1.600","19.000","0.660","964.100","","0.000","-99.000","-99.000","-99.000","22.500","","13.900",""
"C0A520","2020-03-17 15:00:00","48.000","291.000","1.400","21.800","0.670","1012.500","","0.000","-99.000","-99.000","-99.000","26.000","","16.500",""
"C0X130","2020-03-17 15:00:00","27.000","299.000","2.900","26.500","0.430","1013.000","","0.000","-99.000","-99.000","-99.000","27.800","","17.600",""
"C0V400","2020-03-17 15:00:00","56.000","320.000","4.700","25.000","0.480","1009.700","","0.000","-99.000","-99.000","-99.000","25.600","","16.700",""
"C0UA40","2020-03-17 15:00:00","1121.000","97.000","0.700","16.700","0.750","892.400","","0.000","-99.000","-99.000","-99.000","18.400","","8.900",""
"C0G720","2020-03-17 15:00:00","50.000","323.000","3.900","23.800","0.620","1011.000","","0.000","-99.000","-99.000","-99.000","25.800","","17.400",""
"C0G890","2020-03-17 15:00:00","24.000","327.000","3.800","21.700","0.790","1015.000","","0.000","-99.000","-99.000","-99.000","23.900","","18.800",""
"C0I540","2020-03-17 15:00:00","3344.000","-99.000","-99.000","3.700","1.000","683.000","","-99.000","-99.000","-99.000","-99.000","6.300","","0.800",""
"C0K390","2020-03-17 15:00:00","31.000","348.000","3.400","24.100","0.620","1013.500","","0.000","-99.000","-99.000","-99.000","25.800","","17.600",""
"C0T9A0","2020-03-17 15:00:00","498.000","151.000","2.200","18.200","0.730","961.600","","0.000","-99.000","-99.000","-99.000","19.800","","12.500",""
"C0AH40","2020-03-17 15:00:00","426.000","275.000","0.800","20.700","0.560","967.100","","0.500","-99.000","-99.000","-99.000","23.600","","14.300",""
"C0X280","2020-03-17 15:00:00","22.000","314.000","4.800","23.800","0.510","1014.800","","0.000","-99.000","-99.000","-99.000","25.100","","18.000",""
"C0V620","2020-03-17 15:00:00","18.000","261.000","2.900","24.500","0.490","1015.000","","0.000","-99.000","-99.000","-99.000","24.900","","17.600",""
"C0H960","2020-03-17 15:00:00","120.000","116.000","1.000","25.600","0.500","1001.900","","0.000","-99.000","-99.000","-99.000","27.000","","17.500",""
"C0M530","2020-03-17 15:00:00","1385.000","207.000","1.100","17.900","0.660","871.100","","0.000","-99.000","-99.000","-99.000","18.600","","9.300",""
"C0R170","2020-03-17 15:00:00","26.000","232.000","1.000","26.200","0.450","1013.700","","0.000","-99.000","-99.000","-99.000","27.900","","16.200",""
"C0I420","2020-03-17 15:00:00","305.000","227.000","2.500","25.400","0.450","981.600","","0.000","-99.000","-99.000","-99.000","26.400","","14.500",""
"C0A640","2020-03-17 15:00:00","241.000","0.000","0.000","21.000","0.660","992.100","","0.000","-99.000","-99.000","-99.000","25.300","","14.300",""
"C0A930","2020-03-17 15:00:00","216.000","324.000","2.600","21.800","0.510","991.100","","0.000","-99.000","-99.000","-99.000","23.800","","15.200",""
"C0F9M0","2020-03-17 15:00:00","230.000","344.000","1.800","21.400","0.650","991.000","","0.000","-99.000","-99.000","-99.000","25.300","","17.300",""
"C0AC40","2020-03-17 15:00:00","1079.000","272.000","6.000","13.100","0.630","896.300","","0.000","-99.000","-99.000","-99.000","18.900","","10.000",""
"C0AI00","2020-03-17 15:00:00","188.000","283.000","2.600","19.900","0.810","997.200","","0.000","-99.000","-99.000","-99.000","26.600","","16.100",""
"C0T9M0","2020-03-17 15:00:00","92.000","167.000","2.900","21.400","0.670","1009.400","","0.000","-99.000","-99.000","-99.000","23.500","","15.000",""
"C0S960","2020-03-17 15:00:00","32.000","77.000","1.000","22.800","0.550","1014.300","","0.000","-99.000","-99.000","-99.000","23.500","","17.200",""
"C0K430","2020-03-17 15:00:00","30.000","317.000","3.100","24.300","0.610","1014.600","","0.000","-99.000","-99.000","-99.000","25.200","","17.800",""
"C0Z170","2020-03-17 15:00:00","199.000","187.000","0.600","23.500","0.520","996.500","","0.000","-99.000","-99.000","-99.000","23.800","","12.700",""
"C0Z100","2020-03-17 15:00:00","36.000","156.000","0.700","23.100","0.580","1015.600","","0.000","-99.000","-99.000","-99.000","24.400","","11.900",""
"C0U710","2020-03-17 15:00:00","1942.000","0.000","0.200","12.600","0.780","809.900","","0.000","-99.000","-99.000","-99.000","14.700","","6.000",""
"C0SA30","2020-03-17 15:00:00","92.000","164.000","1.500","22.100","0.570","1008.700","","0.000","-99.000","-99.000","-99.000","22.500","","17.100",""
"C0V500","2020-03-17 15:00:00","6.000","250.000","0.300","25.900","0.480","1014.800","","0.000","-99.000","-99.000","-99.000","26.400","","20.000",""
"CM0160","2020-03-17 15:00:00","159.000","355.000","2.600","26.300","0.460","999.900","","0.000","-99.000","-99.000","-99.000","27.900","","16.200",""
"C0V350","2020-03-17 15:00:00","36.000","268.000","2.800","27.200","0.480","1013.400","","0.000","-99.000","-99.000","-99.000","28.300","","15.500",""
"C0W120","2020-03-17 15:00:00","58.000","-99.000","-99.000","23.100","0.650","1011.100","","0.000","-99.000","-99.000","-99.000","23.900","","19.400",""
"C0R470","2020-03-17 15:00:00","103.000","232.000","3.300","27.100","0.380","1005.000","","0.000","-99.000","-99.000","-99.000","27.800","","17.500",""
"C0M770","2020-03-17 15:00:00","164.000","301.000","2.800","24.900","0.490","997.500","","0.000","-99.000","-99.000","-99.000","26.000","","17.700",""
"C0S930","2020-03-17 15:00:00","248.000","139.000","0.600","21.100","0.590","990.200","","0.000","-99.000","-99.000","-99.000","21.200","","13.500",""
"C0F9Y0","2020-03-17 15:00:00","3313.000","241.000","3.600","7.600","0.790","686.800","","0.000","13.100","213.000","","8.000","","2.800",""
"C0E790","2020-03-17 15:00:00","344.000","272.000","3.100","21.500","0.710","977.600","","0.000","-99.000","-99.000","-99.000","24.400","","16.000",""
"C0O810","2020-03-17 15:00:00","161.000","288.000","1.100","26.700","0.540","998.300","","0.000","-99.000","-99.000","-99.000","27.900","","15.900",""
"C0R520","2020-03-17 15:00:00","18.000","219.000","3.200","25.300","0.520","1014.900","","0.000","-99.000","-99.000","-99.000","25.600","","18.000",""
"C0G880","2020-03-17 15:00:00","92.000","316.000","1.800","24.900","0.510","1006.700","","0.000","-99.000","-99.000","-99.000","26.300","","17.300",""
"C0R260","2020-03-17 15:00:00","76.000","262.000","1.000","26.600","0.430","1007.700","","0.000","-99.000","-99.000","-99.000","28.400","","17.800",""
"C0U950","2020-03-17 15:00:00","1012.000","223.000","0.500","15.500","0.820","905.800","","0.000","-99.000","-99.000","-99.000","18.200","","9.700",""
"C0O860","2020-03-17 15:00:00","38.000","315.000","2.200","26.400","0.420","1011.700","","0.000","-99.000","-99.000","-99.000","27.200","","16.200",""
"C0R320","2020-03-17 15:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0S980","2020-03-17 15:00:00","901.000","167.000","0.500","17.200","0.800","917.200","","0.000","-99.000","-99.000","-99.000","18.600","","10.700",""
"C0X110","2020-03-17 15:00:00","20.000","305.000","2.000","24.900","0.450","1015.000","","0.000","-99.000","-99.000","-99.000","25.300","","19.100",""
"C0V310","2020-03-17 15:00:00","46.000","257.000","3.000","26.800","0.300","1010.300","","0.000","-99.000","-99.000","-99.000","28.600","","16.900",""
"C0G620","2020-03-17 15:00:00","110.000","323.000","2.300","26.100","0.530","1004.000","","0.000","-99.000","-99.000","-99.000","27.900","","15.800",""
"C0AD50","2020-03-17 15:00:00","84.000","307.000","3.400","20.900","0.850","1008.700","","0.000","-99.000","-99.000","-99.000","25.100","","16.200",""
"C0A9A0","2020-03-17 15:00:00","24.000","324.000","2.400","21.400","0.660","1015.100","","0.000","-99.000","-99.000","-99.000","25.300","","17.300",""
"C0O830","2020-03-17 15:00:00","127.000","293.000","2.300","27.600","0.390","1002.100","","0.000","-99.000","-99.000","-99.000","28.500","","15.400",""
"C0S760","2020-03-17 15:00:00","1621.000","0.000","0.100","10.600","1.000","841.100","","0.000","-99.000","-99.000","-99.000","11.900","","5.700",""
"C0X160","2020-03-17 15:00:00","26.000","234.000","3.500","25.100","0.460","1013.100","","0.000","-99.000","-99.000","-99.000","26.400","","18.100",""
"C0C490","2020-03-17 15:00:00","157.000","311.000","3.200","20.000","0.730","999.800","","0.000","-99.000","-99.000","-99.000","25.700","","17.000",""
"C0F970","2020-03-17 15:00:00","145.000","328.000","2.800","23.000","0.590","999.900","","0.000","-99.000","-99.000","-99.000","25.900","","16.700",""
"C0R440","2020-03-17 15:00:00","1654.000","341.000","2.100","11.700","0.910","836.400","","0.000","-99.000","-99.000","-99.000","13.200","","7.600",""
"C0M690","2020-03-17 15:00:00","33.000","337.000","2.700","25.100","0.530","1012.200","","0.000","-99.000","-99.000","-99.000","26.300","","15.900",""
"C0V690","2020-03-17 15:00:00","30.000","258.000","2.300","24.600","0.560","1014.200","","0.000","-99.000","-99.000","-99.000","24.900","","19.900",""
"C0U770","2020-03-17 15:00:00","5.000","172.000","3.700","22.800","0.590","1017.900","","0.000","-99.000","-99.000","-99.000","22.900","","14.800",""
"C0Z080","2020-03-17 15:00:00","298.000","0.000","0.000","21.700","0.600","983.800","","0.000","-99.000","-99.000","-99.000","22.800","","12.100",""
"C0G640","2020-03-17 15:00:00","17.000","342.000","2.100","23.500","0.660","1018.800","","0.000","-99.000","-99.000","-99.000","25.800","","16.500",""
"C0X200","2020-03-17 15:00:00","61.000","301.000","2.700","25.600","0.410","1009.200","","0.000","-99.000","-99.000","-99.000","26.800","","14.500",""
"C0U900","2020-03-17 15:00:00","63.000","48.000","2.800","23.400","0.520","1011.200","","0.000","-99.000","-99.000","-99.000","23.600","","15.100",""
"C0Z230","2020-03-17 15:00:00","31.000","188.000","7.700","22.500","0.570","1015.300","","0.000","-99.000","-99.000","-99.000","22.900","","15.800",""
"C0F9O0","2020-03-17 15:00:00","175.000","316.000","0.700","23.400","0.650","997.400","","0.000","-99.000","-99.000","-99.000","27.100","","18.000",""
"C0C540","2020-03-17 15:00:00","46.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G770","2020-03-17 15:00:00","15.000","1.000","1.900","23.800","0.640","1016.000","","0.000","-99.000","-99.000","-99.000","26.400","","19.000",""
"C0V670","2020-03-17 15:00:00","20.000","247.000","2.200","25.000","0.510","1014.600","","0.000","-99.000","-99.000","-99.000","25.600","","19.400",""
"C0A870","2020-03-17 15:00:00","685.000","269.000","6.300","17.300","0.530","938.100","","0.000","-99.000","-99.000","-99.000","21.400","","12.800",""
"C0R220","2020-03-17 15:00:00","23.000","237.000","2.000","25.500","0.450","1014.300","","0.000","-99.000","-99.000","-99.000","25.700","","17.200",""
"C0Z220","2020-03-17 15:00:00","589.000","41.000","1.200","19.800","0.710","952.200","","0.000","-99.000","-99.000","-99.000","21.400","","11.100",""
"C0D560","2020-03-17 15:00:00","147.000","298.000","1.700","20.300","0.730","1001.700","","0.000","-99.000","-99.000","-99.000","23.800","","17.100",""
"C0I380","2020-03-17 15:00:00","258.000","264.000","2.100","26.800","0.380","986.100","","0.000","-99.000","-99.000","-99.000","27.200","","16.700",""
"C0Z020","2020-03-17 15:00:00","211.000","191.000","3.100","21.200","0.660","992.800","","0.000","-99.000","-99.000","-99.000","21.600","","11.300",""
"C0Z190","2020-03-17 15:00:00","62.000","137.000","3.200","21.500","0.640","1010.900","","0.000","-99.000","-99.000","-99.000","22.700","","17.000",""
"C0C710","2020-03-17 15:00:00","143.000","308.000","2.900","20.300","0.740","1001.800","","0.000","-99.000","-99.000","-99.000","24.300","","14.000",""
"C0D360","2020-03-17 15:00:00","523.000","0.000","0.200","18.000","0.820","957.100","","0.000","-99.000","-99.000","-99.000","22.500","","13.300",""
"C0C680","2020-03-17 15:00:00","228.000","261.000","2.000","19.100","0.730","990.000","","0.000","-99.000","-99.000","-99.000","24.000","","15.900",""
"C0X140","2020-03-17 15:00:00","17.000","299.000","2.500","26.100","0.450","1014.600","","0.000","-99.000","-99.000","-99.000","27.200","","17.600",""
"C0V710","2020-03-17 15:00:00","34.000","247.000","0.900","25.300","0.500","1012.800","","0.000","-99.000","-99.000","-99.000","25.300","","19.600",""
"C0S890","2020-03-17 15:00:00","238.000","224.000","1.300","21.700","0.590","993.800","","0.000","-99.000","-99.000","-99.000","22.200","","11.500",""
"C0T820","2020-03-17 15:00:00","550.000","124.000","1.700","18.400","0.640","958.500","","0.000","-99.000","-99.000","-99.000","22.700","","10.500",""
"C0F9I0","2020-03-17 15:00:00","194.000","350.000","3.600","21.100","0.720","994.900","","0.000","-99.000","-99.000","-99.000","24.900","","17.400",""
"C0C650","2020-03-17 15:00:00","208.000","307.000","0.300","19.300","0.760","993.900","","0.000","-99.000","-99.000","-99.000","23.100","","15.000",""
"C0R600","2020-03-17 15:00:00","766.000","273.000","3.100","20.700","0.630","930.400","","0.000","-99.000","-99.000","-99.000","21.900","","15.300",""
"C0Z320","2020-03-17 15:00:00","646.000","58.000","1.700","19.700","0.590","944.800","","0.000","-99.000","-99.000","-99.000","21.800","","8.700",""
"C0V210","2020-03-17 15:00:00","734.000","222.000","2.900","24.100","0.440","934.500","","0.000","-99.000","-99.000","-99.000","24.500","","15.500",""
"C0K240","2020-03-17 15:00:00","1132.000","322.000","2.000","20.300","0.570","894.800","","0.000","-99.000","-99.000","-99.000","21.200","","11.000",""
"C0M520","2020-03-17 15:00:00","15.000","298.000","3.700","24.500","0.520","1014.800","","0.000","-99.000","-99.000","-99.000","25.100","","16.200",""
"C0A530","2020-03-17 15:00:00","300.000","333.000","2.100","21.300","0.640","982.900","","0.000","-99.000","-99.000","-99.000","25.800","","13.800",""
"C0E820","2020-03-17 15:00:00","220.000","13.000","1.900","20.000","0.760","992.900","","0.000","-99.000","-99.000","-99.000","24.100","","15.100",""
"C0K450","2020-03-17 15:00:00","35.000","334.000","5.100","24.500","0.560","1012.300","","0.000","-99.000","-99.000","-99.000","26.800","","17.500",""
"C0G760","2020-03-17 15:00:00","53.000","312.000","2.800","25.200","0.540","1013.400","","0.000","-99.000","-99.000","-99.000","26.700","","17.400",""
"CM0120","2020-03-17 15:00:00","4.000","345.000","1.500","23.200","0.610","1017.000","","0.000","-99.000","-99.000","-99.000","24.100","","18.300",""
"C0Z290","2020-03-17 15:00:00","946.000","135.000","0.300","15.400","0.750","912.700","","0.000","-99.000","-99.000","-99.000","16.800","","9.600",""
"C0V680","2020-03-17 15:00:00","40.000","301.000","2.200","25.100","0.530","1012.100","","0.000","-99.000","-99.000","-99.000","25.500","","17.600",""
"C0F9U0","2020-03-17 15:00:00","74.000","262.000","2.100","24.700","0.530","1008.900","","0.000","-99.000","-99.000","-99.000","26.900","","18.400",""
"C0AI10","2020-03-17 15:00:00","76.000","357.000","1.700","22.900","0.570","1008.400","","0.000","-99.000","-99.000","-99.000","26.000","","16.100",""
"C0V530","2020-03-17 15:00:00","34.000","271.000","2.200","25.100","0.420","1012.700","","0.000","-99.000","-99.000","-99.000","26.100","","16.000",""
"C0R550","2020-03-17 15:00:00","38.000","233.000","3.400","26.300","0.460","1012.900","","0.000","-99.000","-99.000","-99.000","26.700","","16.400",""
"C0F9L0","2020-03-17 15:00:00","253.000","352.000","3.500","21.300","0.740","988.300","","0.000","-99.000","-99.000","-99.000","24.800","","16.400",""
"C0A950","2020-03-17 15:00:00","60.000","254.000","1.500","23.200","0.580","1011.000","","0.000","8.200","153.000","","23.200","","18.300",""
"C0R160","2020-03-17 15:00:00","45.000","300.000","3.500","25.900","0.480","1010.600","","0.000","-99.000","-99.000","-99.000","27.300","","17.000",""
"C0F9S0","2020-03-17 15:00:00","43.000","312.000","3.200","24.700","0.510","1012.500","","0.000","-99.000","-99.000","-99.000","26.200","","18.300",""
"C0M820","2020-03-17 15:00:00","980.000","241.000","2.800","20.000","0.510","908.200","","0.000","-99.000","-99.000","-99.000","20.600","","11.900",""
"C0G870","2020-03-17 15:00:00","12.000","358.000","3.000","23.600","0.580","1017.200","","0.000","-99.000","-99.000","-99.000","25.900","","16.900",""
"C0R530","2020-03-17 15:00:00","16.000","241.000","2.900","24.500","0.510","1014.800","","0.000","-99.000","-99.000","-99.000","24.800","","18.000",""
"C0O840","2020-03-17 15:00:00","134.000","309.000","2.300","25.000","0.360","999.600","","0.000","-99.000","-99.000","-99.000","26.000","","16.200",""
"C0A890","2020-03-17 15:00:00","40.000","166.000","0.600","22.300","0.600","1012.000","","0.000","-99.000","-99.000","-99.000","24.300","","12.500",""
"C0A660","2020-03-17 15:00:00","97.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9H0","2020-03-17 15:00:00","725.000","149.000","3.600","17.600","0.730","937.200","","0.000","-99.000","-99.000","-99.000","19.600","","11.700",""
"C0R270","2020-03-17 15:00:00","51.000","184.000","2.600","26.500","0.450","1010.000","","0.000","-99.000","-99.000","-99.000","28.500","","18.000",""
"C0O980","2020-03-17 15:00:00","18.000","309.000","1.900","26.800","0.410","1015.800","","0.000","-99.000","-99.000","-99.000","28.500","","14.800",""
"C0T9I0","2020-03-17 15:00:00","152.000","199.000","1.800","21.200","0.590","1001.700","","0.000","-99.000","-99.000","-99.000","22.100","","14.100",""
"C0V760","2020-03-17 15:00:00","30.000","269.000","2.600","25.400","0.490","1014.000","","0.000","-99.000","-99.000","-99.000","26.200","","17.600",""
"C0AG90","2020-03-17 15:00:00","25.000","290.000","2.700","22.500","0.680","1015.300","","0.000","8.200","284.000","","26.300","","18.200",""
"C0R570","2020-03-17 15:00:00","37.000","73.000","3.300","26.200","0.510","1011.000","","0.000","-99.000","-99.000","-99.000","26.900","","18.000",""
"C0O900","2020-03-17 15:00:00","9.000","308.000","2.700","25.800","0.490","1015.900","","0.000","-99.000","-99.000","-99.000","26.500","","16.100",""
"C0AD00","2020-03-17 15:00:00","86.000","274.000","1.300","21.500","0.730","1008.300","","0.000","-99.000","-99.000","-99.000","24.600","","17.700",""
"C0AH00","2020-03-17 15:00:00","38.000","294.000","0.500","23.400","0.510","1012.900","","0.000","-99.000","-99.000","-99.000","25.600","","15.500",""
"C0X080","2020-03-17 15:00:00","2.000","299.000","3.500","26.500","0.490","1016.700","","0.000","-99.000","-99.000","-99.000","27.900","","14.300",""
"C0G910","2020-03-17 15:00:00","42.000","334.000","4.500","23.500","0.570","1013.500","","0.000","-99.000","-99.000","-99.000","25.500","","18.200",""
"C0I480","2020-03-17 15:00:00","2165.000","203.000","1.300","13.200","0.740","790.400","","0.000","-99.000","-99.000","-99.000","15.300","","6.400",""
"C0A860","2020-03-17 15:00:00","362.000","210.000","2.700","20.100","0.960","976.000","","0.000","9.300","206.000","","24.700","","14.200",""
"C0U940","2020-03-17 15:00:00","25.000","22.000","1.100","25.300","0.470","1015.300","","0.000","-99.000","-99.000","-99.000","26.000","","14.700",""
"C0S970","2020-03-17 15:00:00","19.000","96.000","1.500","23.100","0.530","1015.900","","0.000","-99.000","-99.000","-99.000","23.400","","16.900",""
"C0V260","2020-03-17 15:00:00","126.000","265.000","3.000","28.200","0.380","1001.800","","0.000","-99.000","-99.000","-99.000","28.800","","15.600",""
"C0H990","2020-03-17 15:00:00","3076.000","205.000","4.200","5.400","0.990","706.700","","0.000","-99.000","-99.000","-99.000","8.000","","2.600",""
"C0F9K0","2020-03-17 15:00:00","30.000","357.000","3.400","20.500","0.770","1013.400","","0.000","-99.000","-99.000","-99.000","22.700","","18.300",""
"C0AH90","2020-03-17 15:00:00","660.000","69.000","1.100","19.000","0.630","945.000","","0.000","-99.000","-99.000","-99.000","21.100","","7.600",""
"C0W150","2020-03-17 15:00:00","42.000","148.000","1.000","20.100","0.610","1013.700","","0.000","-99.000","-99.000","-99.000","21.900","","16.900",""
"C0F000","2020-03-17 15:00:00","273.000","332.000","1.600","21.300","0.700","984.100","","0.000","-99.000","-99.000","-99.000","24.000","","15.500",""
"C0K410","2020-03-17 15:00:00","20.000","303.000","3.900","24.400","0.540","1013.800","","0.000","-99.000","-99.000","-99.000","25.900","","18.200",""
"C0R140","2020-03-17 15:00:00","740.000","339.000","2.600","22.300","0.540","935.800","","0.000","-99.000","-99.000","-99.000","22.900","","13.800",""
"C0V800","2020-03-17 15:00:00","256.000","278.000","1.300","26.700","0.400","985.300","","0.000","-99.000","-99.000","-99.000","27.900","","16.900",""
"C0S830","2020-03-17 15:00:00","288.000","130.000","0.800","21.800","0.620","986.800","","0.000","-99.000","-99.000","-99.000","23.000","","15.800",""
"C0S920","2020-03-17 15:00:00","98.000","123.000","0.500","22.600","0.570","1002.100","","0.000","-99.000","-99.000","-99.000","23.400","","14.600",""
