"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0D570","2020-03-17 07:00:00","15.000","0.000","0.000","16.500","0.880","1018.700","","0.000","-99.000","-99.000","-99.000","17.600","","15.900",""
"C0M710","2020-03-17 07:00:00","15.000","0.000","0.000","19.400","0.720","1018.600","","0.000","-99.000","-99.000","-99.000","20.400","","18.400",""
"C0V490","2020-03-17 07:00:00","20.000","113.000","1.000","20.300","0.660","1018.100","","0.000","-99.000","-99.000","-99.000","21.600","","20.000",""
"C0E870","2020-03-17 07:00:00","34.000","0.000","0.200","17.300","0.840","1018.000","","0.000","-99.000","-99.000","-99.000","19.100","","16.700",""
"C0M800","2020-03-17 07:00:00","440.000","0.000","0.200","15.800","0.870","970.100","","0.000","-99.000","-99.000","-99.000","16.900","","15.200",""
"C0A570","2020-03-17 07:00:00","360.000","73.000","0.500","13.000","0.930","979.500","","0.000","-99.000","-99.000","-99.000","13.200","","12.200",""
"C0S790","2020-03-17 07:00:00","236.000","290.000","2.400","16.300","0.700","996.600","","0.000","-99.000","-99.000","-99.000","16.300","","14.700",""
"C0D590","2020-03-17 07:00:00","143.000","148.000","0.300","17.100","0.780","1004.700","","0.000","-99.000","-99.000","-99.000","18.800","","16.300",""
"C0U990","2020-03-17 07:00:00","31.000","216.000","1.200","16.500","0.730","1019.000","","0.000","-99.000","-99.000","-99.000","16.500","","15.600",""
"C0M700","2020-03-17 07:00:00","150.000","85.000","0.600","17.700","0.860","1003.300","","0.000","-99.000","-99.000","-99.000","17.700","","15.600",""
"C0A970","2020-03-17 07:00:00","96.000","221.000","4.700","17.600","0.710","1010.500","","0.500","-99.000","-99.000","-99.000","18.000","","16.100",""
"CM0110","2020-03-17 07:00:00","7.000","342.000","0.300","18.500","0.710","1019.700","","-99.000","-99.000","-99.000","-99.000","18.900","","18.000",""
"C0S940","2020-03-17 07:00:00","150.000","291.000","2.200","18.300","0.620","1004.600","","0.000","-99.000","-99.000","-99.000","18.300","","16.900",""
"C0X250","2020-03-17 07:00:00","33.000","0.000","0.000","18.800","0.700","1016.200","","0.000","-99.000","-99.000","-99.000","19.700","","17.400",""
"C0K520","2020-03-17 07:00:00","10.000","0.000","0.000","18.000","0.840","1018.100","","0.000","-99.000","-99.000","-99.000","19.400","","17.900",""
"C0Z200","2020-03-17 07:00:00","153.000","0.000","0.200","13.300","0.990","1005.900","","0.000","-99.000","-99.000","-99.000","13.500","","12.300",""
"C0V740","2020-03-17 07:00:00","60.000","352.000","1.100","16.800","0.970","1014.500","","0.000","-99.000","-99.000","-99.000","18.800","","16.700",""
"C0V790","2020-03-17 07:00:00","410.000","18.000","1.400","16.800","0.740","972.500","","0.000","-99.000","-99.000","-99.000","17.800","","15.800",""
"C0G860","2020-03-17 07:00:00","45.000","138.000","1.000","19.800","0.640","1013.600","","0.000","-99.000","-99.000","-99.000","19.800","","18.900",""
"C0Z250","2020-03-17 07:00:00","1124.000","265.000","0.700","9.400","0.990","896.200","","0.000","-99.000","-99.000","-99.000","9.400","","7.600",""
"C0K440","2020-03-17 07:00:00","35.000","0.000","0.000","18.200","0.990","1016.300","","0.000","-99.000","-99.000","-99.000","19.200","","18.000",""
"C0T900","2020-03-17 07:00:00","160.000","93.000","0.400","13.700","0.840","1002.500","","0.000","-99.000","-99.000","-99.000","15.000","","12.400",""
"C0F9V0","2020-03-17 07:00:00","525.000","181.000","1.300","17.000","0.810","960.500","","0.000","-99.000","-99.000","-99.000","17.000","","15.200",""
"C0UA20","2020-03-17 07:00:00","2619.000","203.000","1.300","6.700","0.940","-99.000","","0.500","-99.000","-99.000","-99.000","7.600","","5.800",""
"C0M850","2020-03-17 07:00:00","695.000","0.000","0.000","14.900","0.870","940.400","","0.000","-99.000","-99.000","-99.000","15.300","","13.800",""
"C0C620","2020-03-17 07:00:00","19.000","0.000","0.200","18.300","0.730","1016.800","","0.000","-99.000","-99.000","-99.000","19.200","","16.400",""
"C0I360","2020-03-17 07:00:00","300.000","39.000","1.500","17.100","0.760","984.800","","0.000","-99.000","-99.000","-99.000","17.300","","16.200",""
"C0M810","2020-03-17 07:00:00","1354.000","242.000","0.700","10.900","0.910","870.300","","0.000","-99.000","-99.000","-99.000","11.000","","9.600",""
"C0AC80","2020-03-17 07:00:00","40.000","0.000","0.000","16.300","0.820","1015.100","","0.000","-99.000","-99.000","-99.000","18.800","","15.600",""
"CM0140","2020-03-17 07:00:00","26.000","1.000","0.700","18.600","0.600","1020.000","","0.000","-99.000","-99.000","-99.000","18.600","","17.100",""
"C0SA20","2020-03-17 07:00:00","857.000","353.000","1.200","12.400","0.880","925.200","","0.000","-99.000","-99.000","-99.000","12.400","","11.000",""
"C0K490","2020-03-17 07:00:00","91.000","0.000","0.000","18.200","0.750","1009.100","","0.000","-99.000","-99.000","-99.000","18.200","","16.500",""
"C0V820","2020-03-17 07:00:00","441.000","17.000","0.900","17.200","0.780","971.600","","0.000","-99.000","-99.000","-99.000","17.200","","15.000",""
"C0S810","2020-03-17 07:00:00","65.000","331.000","2.900","17.000","0.680","1017.300","","0.000","-99.000","-99.000","-99.000","17.000","","14.700",""
"C0R580","2020-03-17 07:00:00","10.000","121.000","1.000","17.200","0.870","1019.300","","0.000","-99.000","-99.000","-99.000","19.600","","16.800",""
"C0Z330","2020-03-17 07:00:00","488.000","132.000","0.700","12.900","0.760","968.500","","0.000","-99.000","-99.000","-99.000","13.200","","11.600",""
"C0E590","2020-03-17 07:00:00","40.000","105.000","1.000","16.100","0.830","1014.500","","0.000","-99.000","-99.000","-99.000","18.000","","15.300",""
"C0D540","2020-03-17 07:00:00","227.000","0.000","0.000","16.200","0.820","994.500","","0.000","-99.000","-99.000","-99.000","17.300","","15.200",""
"C0K420","2020-03-17 07:00:00","42.000","0.000","0.000","18.400","0.790","1015.100","","0.000","-99.000","-99.000","-99.000","18.400","","17.400",""
"C0Z180","2020-03-17 07:00:00","34.000","243.000","0.900","15.800","0.760","1018.400","","0.000","-99.000","-99.000","-99.000","15.800","","14.800",""
"C0AD10","2020-03-17 07:00:00","27.000","284.000","0.900","18.400","0.600","1016.600","","0.000","-99.000","-99.000","-99.000","19.900","","17.600",""
"C0M720","2020-03-17 07:00:00","225.000","97.000","0.900","18.700","0.670","993.800","","0.000","-99.000","-99.000","-99.000","18.700","","16.900",""
"C0V450","2020-03-17 07:00:00","51.000","94.000","0.800","17.300","0.990","1014.300","","0.000","-99.000","-99.000","-99.000","17.400","","15.900",""
"C0R280","2020-03-17 07:00:00","242.000","63.000","0.900","16.300","0.810","993.700","","0.000","-99.000","-99.000","-99.000","16.300","","15.600",""
"C0E610","2020-03-17 07:00:00","850.000","0.000","0.000","14.100","0.770","924.900","","0.000","-99.000","-99.000","-99.000","14.700","","12.800",""
"C0Z310","2020-03-17 07:00:00","59.000","357.000","1.600","17.300","0.730","1015.900","","0.000","-99.000","-99.000","-99.000","17.500","","16.300",""
"C0S700","2020-03-17 07:00:00","507.000","203.000","0.900","13.200","0.820","965.300","","0.000","-99.000","-99.000","-99.000","13.200","","11.700",""
"C0T9G0","2020-03-17 07:00:00","605.000","0.000","0.200","14.400","0.750","955.000","","0.000","-99.000","-99.000","-99.000","14.400","","13.100",""
"C0U520","2020-03-17 07:00:00","517.000","224.000","0.700","12.500","0.990","964.800","","0.000","-99.000","-99.000","-99.000","12.500","","11.500",""
"C0E750","2020-03-17 07:00:00","62.000","69.000","0.500","18.500","0.710","1012.400","","0.000","-99.000","-99.000","-99.000","20.500","","18.200",""
"C0G660","2020-03-17 07:00:00","27.000","0.000","0.100","17.500","0.890","1018.300","","0.000","-99.000","-99.000","-99.000","18.200","","16.900",""
"C0U720","2020-03-17 07:00:00","1260.000","49.000","1.400","9.300","1.000","892.700","","0.000","-99.000","-99.000","-99.000","11.100","","8.500",""
"C0R690","2020-03-17 07:00:00","248.000","18.000","1.200","16.400","0.790","992.100","","0.000","-99.000","-99.000","-99.000","16.600","","15.700",""
"C0X150","2020-03-17 07:00:00","18.000","0.000","0.000","19.200","0.810","1019.600","","0.000","-99.000","-99.000","-99.000","20.300","","18.200",""
"C0Z050","2020-03-17 07:00:00","830.000","296.000","0.300","10.400","0.890","930.200","","0.000","-99.000","-99.000","-99.000","11.200","","10.000",""
"C0I490","2020-03-17 07:00:00","1601.000","206.000","1.600","11.000","0.610","846.000","","0.000","-99.000","-99.000","-99.000","12.100","","8.700",""
"C0I090","2020-03-17 07:00:00","910.000","227.000","0.800","14.800","0.830","918.200","","0.000","-99.000","-99.000","-99.000","14.800","","13.000",""
"C0X240","2020-03-17 07:00:00","394.000","167.000","0.300","16.400","0.720","975.400","","0.000","-99.000","-99.000","-99.000","16.400","","13.800",""
"C0S990","2020-03-17 07:00:00","409.000","353.000","2.700","16.700","0.720","975.200","","0.000","-99.000","-99.000","-99.000","16.700","","15.400",""
"C0E850","2020-03-17 07:00:00","104.000","160.000","0.300","15.700","0.890","1007.600","","0.000","-99.000","-99.000","-99.000","16.400","","15.200",""
"C0T9B0","2020-03-17 07:00:00","558.000","186.000","1.800","15.900","0.630","959.000","","0.000","-99.000","-99.000","-99.000","15.900","","12.900",""
"C0K250","2020-03-17 07:00:00","12.000","301.000","0.300","17.000","0.920","1018.900","","0.000","-99.000","-99.000","-99.000","17.500","","14.700",""
"C0G650","2020-03-17 07:00:00","34.000","0.000","0.000","18.200","0.930","1015.900","","0.000","-99.000","-99.000","-99.000","18.500","","17.500",""
"C0K580","2020-03-17 07:00:00","26.000","0.000","0.000","17.700","0.990","1018.500","","0.000","-99.000","-99.000","-99.000","18.100","","16.400",""
"C0X050","2020-03-17 07:00:00","25.000","0.000","0.000","18.100","0.850","1016.000","","0.000","-99.000","-99.000","-99.000","18.100","","15.500",""
"CM0100","2020-03-17 07:00:00","25.000","124.000","0.900","17.900","0.710","1017.200","","0.000","-99.000","-99.000","-99.000","18.400","","17.100",""
"C0AC70","2020-03-17 07:00:00","71.000","0.000","0.000","18.300","0.620","1011.800","","0.000","-99.000","-99.000","-99.000","19.400","","17.800",""
"CM0130","2020-03-17 07:00:00","11.000","108.000","1.600","19.400","0.700","1019.500","","0.000","-99.000","-99.000","-99.000","21.000","","19.400",""
"C0W110","2020-03-17 07:00:00","16.000","4.000","4.200","14.300","0.820","1019.500","","0.000","-99.000","-99.000","-99.000","14.400","","14.100",""
"C0R670","2020-03-17 07:00:00","26.000","68.000","2.100","20.400","0.590","1019.100","","0.000","-99.000","-99.000","-99.000","20.400","","19.000",""
"C0X120","2020-03-17 07:00:00","28.000","154.000","1.000","18.900","0.780","1018.000","","0.000","-99.000","-99.000","-99.000","20.200","","18.200",""
"C0R100","2020-03-17 07:00:00","1006.000","351.000","0.500","12.500","0.900","908.300","","0.000","-99.000","-99.000","-99.000","12.500","","10.600",""
"C0C700","2020-03-17 07:00:00","151.000","126.000","1.000","16.900","0.670","1003.100","","0.000","-99.000","-99.000","-99.000","17.600","","16.400",""
"C0W130","2020-03-17 07:00:00","18.000","19.000","2.200","20.600","0.650","1017.000","","0.000","-99.000","-99.000","-99.000","20.600","","19.900",""
"C0F9R0","2020-03-17 07:00:00","20.000","0.000","0.000","18.200","0.930","1018.700","","0.000","-99.000","-99.000","-99.000","19.700","","18.100",""
"C0V660","2020-03-17 07:00:00","25.000","101.000","0.500","19.100","0.740","1017.500","","0.000","-99.000","-99.000","-99.000","20.100","","17.700",""
"C0G780","2020-03-17 07:00:00","27.000","281.000","1.300","18.800","0.720","1016.600","","0.000","-99.000","-99.000","-99.000","19.500","","18.800",""
"C0C590","2020-03-17 07:00:00","72.000","138.000","1.000","17.300","0.680","1011.100","","0.000","-99.000","-99.000","-99.000","17.900","","16.500",""
"C0I520","2020-03-17 07:00:00","3860.000","124.000","2.400","1.000","0.900","643.100","","-99.000","19.000","29.000","","1.100","","-0.400",""
"C0M790","2020-03-17 07:00:00","15.000","0.000","0.000","18.600","0.780","1017.200","","0.000","-99.000","-99.000","-99.000","19.300","","17.700",""
"C0R130","2020-03-17 07:00:00","1040.000","257.000","0.600","13.800","0.790","902.200","","0.000","-99.000","-99.000","-99.000","13.800","","12.400",""
"C0AH30","2020-03-17 07:00:00","755.000","156.000","5.500","14.100","0.860","934.700","","0.000","-99.000","-99.000","-99.000","14.200","","13.100",""
"C0X170","2020-03-17 07:00:00","50.000","0.000","0.000","18.600","0.820","1013.800","","0.000","-99.000","-99.000","-99.000","18.600","","16.300",""
"C0K291","2020-03-17 07:00:00","8.000","0.000","0.000","18.500","0.840","1019.500","","0.000","-99.000","-99.000","-99.000","19.300","","17.900",""
"C0D480","2020-03-17 07:00:00","223.000","0.000","0.000","15.400","0.850","993.400","","0.000","-99.000","-99.000","-99.000","16.600","","14.600",""
"C0F0C0","2020-03-17 07:00:00","983.000","93.000","0.500","14.500","0.840","909.700","","0.000","-99.000","-99.000","-99.000","14.500","","12.500",""
"C0U860","2020-03-17 07:00:00","5.000","0.000","0.000","17.400","0.760","1021.200","","0.000","-99.000","-99.000","-99.000","17.900","","16.600",""
"C0UA50","2020-03-17 07:00:00","808.000","136.000","3.800","12.700","0.750","929.500","","0.000","-99.000","-99.000","-99.000","12.700","","11.400",""
"C0T960","2020-03-17 07:00:00","120.000","0.000","0.100","13.100","1.000","1008.700","","0.000","-99.000","-99.000","-99.000","13.100","","12.300",""
"C0SA80","2020-03-17 07:00:00","136.000","234.000","0.500","15.000","0.860","1006.900","","0.000","-99.000","-99.000","-99.000","15.000","","13.700",""
"C0E780","2020-03-17 07:00:00","160.000","213.000","0.400","17.600","0.720","1001.400","","0.000","-99.000","-99.000","-99.000","18.400","","17.000",""
"C0F9Q0","2020-03-17 07:00:00","149.000","122.000","1.300","17.800","0.780","1001.800","","0.000","-99.000","-99.000","-99.000","18.200","","17.300",""
"C0T9E0","2020-03-17 07:00:00","415.000","219.000","1.100","14.400","0.690","975.600","","0.000","-99.000","-99.000","-99.000","14.400","","12.800",""
"C0D550","2020-03-17 07:00:00","1956.000","0.000","0.000","11.200","0.790","814.800","","0.000","-99.000","-99.000","-99.000","11.900","","8.900",""
"C0C630","2020-03-17 07:00:00","209.000","204.000","0.400","16.900","0.660","996.000","","0.000","-99.000","-99.000","-99.000","17.000","","16.200",""
"C0F9X0","2020-03-17 07:00:00","166.000","192.000","0.800","19.100","0.660","1001.600","","0.000","-99.000","-99.000","-99.000","19.100","","18.000",""
"C0F0D0","2020-03-17 07:00:00","3171.000","267.000","1.600","4.700","0.860","699.700","","0.500","-99.000","-99.000","-99.000","5.600","","3.200",""
"C0S730","2020-03-17 07:00:00","110.000","74.000","2.300","19.000","0.670","1009.400","","0.000","-99.000","-99.000","-99.000","19.000","","17.500",""
"C0T790","2020-03-17 07:00:00","2830.000","276.000","1.100","7.900","0.860","728.600","","0.000","-99.000","-99.000","-99.000","7.900","","7.000",""
"C0M830","2020-03-17 07:00:00","540.000","162.000","0.400","15.600","0.830","959.600","","0.000","-99.000","-99.000","-99.000","15.700","","14.300",""
"C0V750","2020-03-17 07:00:00","50.000","82.000","0.900","19.100","0.780","1015.500","","0.000","-99.000","-99.000","-99.000","21.000","","18.000",""
"C0K530","2020-03-17 07:00:00","12.000","0.000","0.000","18.900","0.760","1018.900","","0.000","-99.000","-99.000","-99.000","20.100","","18.200",""
"C0M780","2020-03-17 07:00:00","30.000","130.000","0.500","17.900","0.800","1016.900","","0.000","-99.000","-99.000","-99.000","19.500","","17.100",""
"C0V360","2020-03-17 07:00:00","94.000","213.000","0.900","15.000","0.980","1009.000","","0.000","-99.000","-99.000","-99.000","16.100","","13.500",""
"C0K510","2020-03-17 07:00:00","10.000","0.000","0.000","18.800","0.800","1018.200","","0.000","-99.000","-99.000","-99.000","19.900","","18.000",""
"C0D650","2020-03-17 07:00:00","97.000","182.000","1.300","18.300","0.650","1009.000","","0.000","-99.000","-99.000","-99.000","19.700","","18.200",""
"C0V630","2020-03-17 07:00:00","19.000","75.000","0.500","18.800","0.810","1017.700","","0.000","-99.000","-99.000","-99.000","20.800","","18.000",""
"C0U910","2020-03-17 07:00:00","17.000","210.000","1.100","16.300","0.740","1019.800","","0.000","-99.000","-99.000","-99.000","16.700","","15.400",""
"C0U600","2020-03-17 07:00:00","10.000","297.000","0.300","17.300","0.710","1019.900","","0.000","-99.000","-99.000","-99.000","17.300","","16.100",""
"C0G820","2020-03-17 07:00:00","29.000","0.000","0.000","17.500","0.860","1016.600","","0.000","-99.000","-99.000","-99.000","18.500","","17.200",""
"C0R590","2020-03-17 07:00:00","72.000","71.000","0.300","17.800","0.990","1011.800","","0.000","-99.000","-99.000","-99.000","19.800","","17.500",""
"C0A9E0","2020-03-17 07:00:00","26.000","11.000","1.300","18.400","0.620","1018.100","","0.000","-99.000","-99.000","-99.000","19.500","","17.900",""
"C0R480","2020-03-17 07:00:00","57.000","0.000","0.000","18.000","0.880","1013.100","","0.000","-99.000","-99.000","-99.000","20.300","","17.600",""
"C0X300","2020-03-17 07:00:00","70.000","72.000","0.400","16.800","0.890","1011.700","","0.000","-99.000","-99.000","-99.000","16.900","","14.900",""
"C0U970","2020-03-17 07:00:00","7.000","0.000","0.000","17.300","0.710","1021.900","","0.000","-99.000","-99.000","-99.000","17.300","","16.300",""
"C0R340","2020-03-17 07:00:00","230.000","38.000","0.700","14.000","0.940","994.900","","0.000","-99.000","-99.000","-99.000","14.000","","13.200",""
"C0M750","2020-03-17 07:00:00","10.000","136.000","0.300","19.300","0.720","1018.700","","0.000","-99.000","-99.000","-99.000","20.100","","17.900",""
"C0I110","2020-03-17 07:00:00","161.000","99.000","0.600","17.900","0.830","1002.200","","0.000","-99.000","-99.000","-99.000","17.900","","16.900",""
"C0V370","2020-03-17 07:00:00","74.000","0.000","0.200","15.600","1.000","1012.300","","0.000","-99.000","-99.000","-99.000","17.200","","14.500",""
"C0C690","2020-03-17 07:00:00","242.000","153.000","0.900","16.700","0.580","991.900","","0.000","-99.000","-99.000","-99.000","16.900","","14.900",""
"C0A540","2020-03-17 07:00:00","401.000","0.000","0.000","15.600","0.680","973.700","","0.000","-99.000","-99.000","-99.000","15.900","","14.200",""
"C0SA60","2020-03-17 07:00:00","6.000","354.000","1.000","17.400","0.740","1021.300","","0.000","-99.000","-99.000","-99.000","17.400","","16.000",""
"C0H950","2020-03-17 07:00:00","192.000","0.000","0.000","15.800","0.990","998.000","","0.000","-99.000","-99.000","-99.000","16.200","","14.800",""
"C0O960","2020-03-17 07:00:00","112.000","0.000","0.200","17.900","0.770","1006.100","","0.000","-99.000","-99.000","-99.000","18.500","","16.000",""
"C0E880","2020-03-17 07:00:00","507.000","199.000","3.100","17.900","0.750","961.800","","0.000","-99.000","-99.000","-99.000","18.100","","16.900",""
"C0AH10","2020-03-17 07:00:00","30.000","142.000","1.400","18.800","0.570","1016.400","","0.000","-99.000","-99.000","-99.000","19.900","","18.700",""
"C0R680","2020-03-17 07:00:00","13.000","31.000","2.200","20.200","0.680","1020.300","","0.000","-99.000","-99.000","-99.000","20.300","","19.400",""
"C0X210","2020-03-17 07:00:00","38.000","0.000","0.000","18.200","0.750","1013.900","","0.000","-99.000","-99.000","-99.000","18.300","","15.800",""
"C0D430","2020-03-17 07:00:00","87.000","0.000","0.000","15.300","0.980","1009.100","","0.000","-99.000","-99.000","-99.000","16.200","","14.900",""
"C0AD30","2020-03-17 07:00:00","20.000","326.000","0.700","18.600","0.640","1015.900","","0.000","-99.000","-99.000","-99.000","19.900","","18.000",""
"C0R240","2020-03-17 07:00:00","87.000","113.000","1.400","17.100","0.800","1009.800","","0.000","-99.000","-99.000","-99.000","17.100","","15.400",""
"C0AI30","2020-03-17 07:00:00","26.000","83.000","0.600","18.900","0.630","1018.100","","0.000","-99.000","-99.000","-99.000","19.800","","18.400",""
"C0U960","2020-03-17 07:00:00","1885.000","4.000","3.100","7.500","0.760","818.000","","0.000","-99.000","-99.000","-99.000","10.200","","3.500",""
"C0AH80","2020-03-17 07:00:00","68.000","351.000","2.600","16.500","0.770","1011.500","","0.000","-99.000","-99.000","-99.000","19.200","","15.500",""
"C0V640","2020-03-17 07:00:00","35.000","117.000","1.200","18.100","0.830","1016.000","","0.000","-99.000","-99.000","-99.000","20.100","","16.700",""
"C0S920","2020-03-17 07:00:00","98.000","263.000","2.400","16.600","0.760","1006.300","","0.000","-99.000","-99.000","-99.000","17.200","","14.600",""
"C0S830","2020-03-17 07:00:00","288.000","288.000","0.900","17.500","0.630","990.800","","0.000","-99.000","-99.000","-99.000","17.500","","15.800",""
"C0V800","2020-03-17 07:00:00","256.000","0.000","0.100","17.300","0.880","989.100","","0.000","-99.000","-99.000","-99.000","18.500","","16.900",""
"C0R140","2020-03-17 07:00:00","740.000","328.000","0.600","14.700","0.780","938.700","","0.000","-99.000","-99.000","-99.000","14.800","","13.800",""
"C0K410","2020-03-17 07:00:00","20.000","0.000","0.000","19.000","0.740","1016.800","","0.000","-99.000","-99.000","-99.000","19.800","","18.200",""
"C0F000","2020-03-17 07:00:00","273.000","0.000","0.000","17.000","0.840","985.900","","0.000","-99.000","-99.000","-99.000","17.700","","15.500",""
"C0W150","2020-03-17 07:00:00","42.000","0.000","0.000","17.300","0.670","1016.700","","0.000","-99.000","-99.000","-99.000","18.000","","16.900",""
"C0AH90","2020-03-17 07:00:00","660.000","0.000","0.000","9.900","0.990","948.900","","0.000","-99.000","-99.000","-99.000","9.900","","7.600",""
"C0H990","2020-03-17 07:00:00","3076.000","182.000","0.900","3.200","0.990","708.000","","0.000","-99.000","-99.000","-99.000","4.000","","2.600",""
"C0V260","2020-03-17 07:00:00","126.000","89.000","0.700","17.200","0.930","1005.500","","0.000","-99.000","-99.000","-99.000","18.700","","15.600",""
"C0S970","2020-03-17 07:00:00","19.000","289.000","2.100","18.800","0.690","1019.600","","0.000","-99.000","-99.000","-99.000","18.800","","16.900",""
"C0U940","2020-03-17 07:00:00","25.000","245.000","1.600","15.800","0.700","1019.900","","0.000","-99.000","-99.000","-99.000","15.800","","14.700",""
"C0A860","2020-03-17 07:00:00","362.000","226.000","1.300","15.100","1.000","978.100","","0.000","-99.000","-99.000","-99.000","16.700","","14.200",""
"C0I480","2020-03-17 07:00:00","2165.000","0.000","0.000","8.600","0.600","792.100","","0.000","-99.000","-99.000","-99.000","9.700","","6.400",""
"C0G910","2020-03-17 07:00:00","42.000","338.000","0.300","18.600","0.660","1015.900","","0.000","-99.000","-99.000","-99.000","19.900","","18.200",""
"C0X080","2020-03-17 07:00:00","2.000","87.000","0.400","17.700","0.860","1019.600","","0.000","-99.000","-99.000","-99.000","17.700","","14.300",""
"C0AH00","2020-03-17 07:00:00","38.000","0.000","0.000","16.100","0.970","1015.500","","0.000","-99.000","-99.000","-99.000","17.800","","15.500",""
"C0V700","2020-03-17 07:00:00","24.000","130.000","0.800","20.600","0.700","1016.600","","0.000","-99.000","-99.000","-99.000","21.800","","20.100",""
"C0AD00","2020-03-17 07:00:00","86.000","200.000","0.400","18.300","0.640","1010.300","","0.000","-99.000","-99.000","-99.000","18.900","","17.700",""
"C0O900","2020-03-17 07:00:00","9.000","0.000","0.000","17.400","0.990","1019.300","","0.000","-99.000","-99.000","-99.000","17.800","","16.100",""
"C0R570","2020-03-17 07:00:00","37.000","38.000","0.900","18.200","0.860","1014.900","","0.000","-99.000","-99.000","-99.000","20.800","","18.000",""
"C0AG90","2020-03-17 07:00:00","25.000","122.000","0.700","19.000","0.570","1017.500","","0.000","-99.000","-99.000","-99.000","19.600","","18.200",""
"C0T9I0","2020-03-17 07:00:00","152.000","206.000","2.100","15.200","0.700","1006.100","","0.000","-99.000","-99.000","-99.000","15.200","","14.100",""
"C0O980","2020-03-17 07:00:00","18.000","0.000","0.100","17.000","0.960","1019.300","","0.000","-99.000","-99.000","-99.000","17.000","","14.800",""
"C0R270","2020-03-17 07:00:00","51.000","129.000","1.400","19.700","0.710","1013.400","","0.000","-99.000","-99.000","-99.000","19.700","","18.000",""
"C0T9H0","2020-03-17 07:00:00","725.000","256.000","1.400","13.300","0.720","940.200","","0.000","-99.000","-99.000","-99.000","13.300","","11.700",""
"C0A660","2020-03-17 07:00:00","97.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A890","2020-03-17 07:00:00","40.000","337.000","0.500","14.200","0.980","1015.300","","0.000","-99.000","-99.000","-99.000","14.200","","12.500",""
"C0O840","2020-03-17 07:00:00","134.000","59.000","0.900","18.100","0.600","1002.700","","0.000","-99.000","-99.000","-99.000","19.700","","16.200",""
"C0R530","2020-03-17 07:00:00","16.000","99.000","2.100","18.600","0.610","1018.600","","0.000","-99.000","-99.000","-99.000","20.100","","18.000",""
"C0G870","2020-03-17 07:00:00","12.000","0.000","0.000","17.300","0.820","1019.800","","0.000","-99.000","-99.000","-99.000","18.100","","16.900",""
"C0M820","2020-03-17 07:00:00","980.000","74.000","0.700","12.800","0.790","910.800","","0.000","-99.000","-99.000","-99.000","12.800","","11.900",""
"C0F9S0","2020-03-17 07:00:00","43.000","147.000","0.400","18.700","0.740","1015.200","","0.000","-99.000","-99.000","-99.000","19.000","","18.300",""
"C0R160","2020-03-17 07:00:00","45.000","40.000","0.700","17.500","0.990","1014.600","","0.000","-99.000","-99.000","-99.000","19.700","","17.000",""
"C0A950","2020-03-17 07:00:00","60.000","151.000","2.600","19.200","0.570","1013.400","","0.000","9.300","150.000","","19.200","","18.300",""
"C0F9L0","2020-03-17 07:00:00","253.000","0.000","0.000","17.900","0.760","990.200","","0.000","-99.000","-99.000","-99.000","18.900","","16.400",""
"C0R550","2020-03-17 07:00:00","38.000","152.000","2.000","18.600","0.690","1016.900","","0.000","-99.000","-99.000","-99.000","19.700","","16.400",""
"C0V530","2020-03-17 07:00:00","34.000","78.000","0.500","18.100","1.000","1015.900","","0.000","-99.000","-99.000","-99.000","18.700","","16.000",""
"C0AI10","2020-03-17 07:00:00","76.000","195.000","2.000","16.700","0.700","1010.700","","0.000","-99.000","-99.000","-99.000","18.400","","16.100",""
"C0F9U0","2020-03-17 07:00:00","74.000","262.000","1.100","19.100","0.740","1011.300","","0.000","-99.000","-99.000","-99.000","19.700","","18.400",""
"C0V680","2020-03-17 07:00:00","40.000","138.000","0.800","18.600","0.760","1015.400","","0.000","-99.000","-99.000","-99.000","20.400","","17.600",""
"C0Z290","2020-03-17 07:00:00","946.000","212.000","1.600","11.200","0.770","916.100","","0.000","-99.000","-99.000","-99.000","11.200","","9.600",""
"CM0120","2020-03-17 07:00:00","4.000","0.000","0.000","18.900","0.730","1019.700","","0.000","-99.000","-99.000","-99.000","20.200","","18.300",""
"C0G760","2020-03-17 07:00:00","53.000","0.000","0.000","17.600","0.990","1016.500","","0.000","-99.000","-99.000","-99.000","18.300","","17.400",""
"C0K450","2020-03-17 07:00:00","35.000","0.000","0.000","19.100","0.680","1015.200","","0.000","-99.000","-99.000","-99.000","19.500","","17.500",""
"C0E820","2020-03-17 07:00:00","220.000","0.000","0.000","15.500","0.860","994.800","","0.000","-99.000","-99.000","-99.000","16.800","","15.100",""
"C0A530","2020-03-17 07:00:00","300.000","4.000","0.900","14.700","0.990","985.800","","0.000","-99.000","-99.000","-99.000","16.800","","13.800",""
"C0M520","2020-03-17 07:00:00","15.000","0.000","0.000","18.000","0.810","1017.800","","0.000","-99.000","-99.000","-99.000","19.000","","16.200",""
"C0K240","2020-03-17 07:00:00","1132.000","119.000","1.700","12.800","0.890","896.800","","0.000","-99.000","-99.000","-99.000","12.900","","11.000",""
"C0V210","2020-03-17 07:00:00","734.000","160.000","0.800","15.800","0.840","938.300","","0.000","-99.000","-99.000","-99.000","16.000","","15.500",""
